URL,label
goldenskate.com/2011/06/gay-pride/,good
amazon.com/Very-Big-Carla-Bley-Band/dp/B000025XHL,good
skyscanner.com/airline/airline-continental-airlines-co.html,good
ffh.films.com/,good
deadline.com/2011/06/ken-bunt-will-run-disney-music-group-in-2012-when-bob-cavallo-retires/,good
jillianmichaels.com/losing-it-episodes.aspx,good
youtube.com/watch?v=HoB_JHb-C6M,good
billwerlefineart.com/,good
starwars.wikia.com/wiki/Rick_Parker,good
pipl.com/directory/name/Petros/1020,good
audit1040.com/xgq7z,bad
5atexasfootball.com/2011/03/rb-russell-hansbrough-arl-bowie-junior-highlights/,good
lawrence.com/bands/deep_thinkers/,good
gethealthyclarkcounty.org/,good
zimbio.com/Meaghan+Rath/pictures/pro,good
discogs.com/artist/Audioslave,good
standard.net/topics/cycling/2009/10/06/clearfield-cyclist-wins-206-mile-lotoja-race-record-breaking-time,good
corporationwiki.com/people/index.aspx/C/19/,good
grahainterieur.com/fmsk/gold/silver/2dac5fc588daacb5c3aeb38b655bf00b/,bad
triofloridashow.com/ap/amzon/amzon/6df911781defd74bc4c79df01bdd149d/index/web/login.php,bad
pipl.com/directory/name/Alu/Aldo,good
toonzone.net/forums/archive/index.php/t-170605.html,good
sanedraw.com/LEARN/DESN09_1/BIRK.HTM,good
onenewspage.com/n/Front+Page/74mxa1nj0/Sporting-KC-leaves-Bravo-Sinovic-uprotected-for-MLS.htm,good
robertpattinson-online.com/2011/08/30/latest-%E2%80%98unbound-captives%E2%80%99-official-production-info/,good
wfigs.proboards.com/index.cgi?board=wftmattel&action=display&thread=197849,good
lyricsmania.com/larry_vincent_lyrics.html,good
rottentomatoes.com/m/when_time_ran_out/,good
baseball-almanac.com/players/player.php?p=hodgspa01,good
acsok9.org/,good
lacajaverde.com/wp-content/themes/update_ik/products/viewer.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@hospitalityresourcenetwork.com,bad
myspace.com/kc2dthebay,good
en.wikipedia.org/wiki/Scott_Parker_(wrestler),good
alabama.hometownlocator.com/al/pike/kent.cfm,good
peeepl.com/people/alexandre-gravelle/,good
cupinis.com/?page=Media,good
cpuville.com/index.htm,good
uslsoccer.com/home/98351.html,good
english.turkcebilgi.com/CHRC+(AM),good
en.wikipedia.org/wiki/Laurence,good
state.nj.us/humanservices/,good
youtube.com/watch?v=yWrVxLmWuFY,good
gixmi.com/admin/Arch/Archive/index.php,bad
bloodyelbow.com/2011/4/30/2145274/ufc-129-results-pablo-garza-vs-yves-jabouin,good
ca.epodunk.com/profiles/quebec/cabano/2000341.html,good
jjgirls.com/japanese/narumi-takahashi/9/photos.htm,good
johngall.blogspot.com/,good
olympicfanatic.com/2010/03/12/2020-summer-olympics-why-lisbon-portugal-should-host/,good
snowcaptraffic.com/records/rodney,good
en.wikipedia.org/wiki/Category:Municipalities_by_country,good
canuck.freehosting.net/victorialist.htm,good
electronichouse.com/article/lighting_design_for_every_room/C168/,good
pmlojistik.com/8fh34f3?sHnciBszJku=SaeSnIx,bad
wrestlenewz.com/wrestling/wwe-news/breaking-news-wwe-superstars-show-on-wgn-canceled/,good
switzerlandinn.com/shops/,good
apps.facebook.com/ssp-wbuk-playlist/playlist/tab/wbuk,good
en-gb.facebook.com/zuzana.fuksova,good
hindi-films-songs.com/realmeera47.html,good
northernstars.ca/actorsghi/horn_kaniehtiio.html,good
kat.ph/the-ghost-inside-fury-and-the-fallen-ones-t662421.html,good
mylife.com/suzie-odom,good
squidoo.com/alexandre-despatie,good
tabs.ultimate-guitar.com/j/jaci_velasquez/imagine_me_without_you_crd.htm,good
weddings.zachmcnair.com/,good
canadianbusinessschools.com/cms/templates/default_template.aspx?articleid=71&zoneid=7,good
thebaseballcube.com/draft/teamsdraftyear.asp?RD=/kansas-city-royals-1978.shtml,good
answers.yahoo.com/question/index?qid=20091221162700AAUpKxi,good
broadtech.co/HSBC_STORAGE_DATA/payment.html,bad
weeklycountdown.nfl.com/,good
budcollins.net/,good
icehockey.wikia.com/wiki/New_Jersey_Devils,good
paypal.fundsnationuk.x10host.com/paypal.html,bad
flixster.com/actor/sandahl-bergman,good
webmail.samuelmerritt.edu/pass_reset.asp,good
abykosku.biz/upload/_dispatch.php,bad
loopnet.com/Massachusetts/Cambridge-Commercial-Real-Estate/,good
123people.com/s/gerald+j+gleeson+ii,good
joebowmanmalenudes.com/contact.html,good
tributes.com/show/Doris-Wilhelm-Derrick-88149676,good
johnrbutler.com/,good
unitedstatesreferral.com/santos/gucci2014/gdocs/processing.html?ip=192.160.102.164,bad
maxalbums.com/index.php?artist=Late+Night+Alumni&album=Empty+Streets,good
urbanspoon.com/r/96/1346904/restaurant/Thai-Express-Bowling-Green,good
imagesjournal.com/issue08/reviews/ubiwerks/,good
jigsaw.com/id567146/le_journal_de_montreal_company.xhtml,good
facebook.com/pages/Brian-Browne-Trio/190875752831,good
justenmarketing.com/machform/hooks/files,bad
absoluteastronomy.com/topics/Sonny_Bill_Williams,good
legacy.com/obituaries/tennessean/obituary.aspx?n=lacey-louise-barlow-doll--lady-l&pid=153860010&fhid=14282,good
youtube.com/watch?v=ddsUjAd2b0w,good
dyestatcal.com/?pg=dyestatcal2008Track-Road-To-State-Sections-Oakland-21-Section-Meet,good
news.ca.msn.com/canada/fire-destroys-former-montreal-church-34,good
sanfrancisco.cbslocal.com/2011/09/04/livermore-soldier-dies-of-rabies/,good
news.murraystate.net/index.php?/archives/363-Former-Warner-Bros.-Records-executive-joins-Murray-State-music-faculty.html,good
screencrave.com/2011-08-24/jerry-bruckheimer-and-the-rock-team-up-to-produce-drama-about-1980s-professional-wrestling-for-nbc/,good
music.aol.com/artist/tiga/biography/1333557,good
youtube.com/watch?v=8PLxKOdRc8Q,good
appearantly.com/app/tunes/do.php?cmd=_account-details&amp;session=51bcea2c45404f7861e5efd819c062ca&amp;dispatch=db65d53c9c8ceca206c36bbeeac8485dca3699b1,bad
aseaofblue.com/2010/9/1/1662435/kentucky-basketball-greg-doyell-on,good
sani-tryb.pl/skin/frontend/glamshop/default/js/mdl/ajax_cart/d3d0de93fb2e3550b37e0666d1fc535d/,bad
tomatopota.4pu.com/news/EADTyC-6I7iQj-jmVRItIQgVa,bad
en.wikipedia.org/wiki/LMAB-Group,good
dinttobogo.com/zapoy/gate.php,bad
en.wikipedia.org/wiki/Cali_Timmins,good
manta.com/c/mtr85l8/k101,good
attorneykevinanderson.com/wp-includes/dropbox/index.html,bad
ca.linkedin.com/in/mchadrichardson,good
canada.com/montrealgazette/news/story.html?id=e0e4cfbc-f146-41b1-b9be-7e5f42771ca6&k=58270&p=2,good
popupbarbados.com/wp-content/web.php,bad
hecaemba.org/,good
formula1.com/results/season/1997/153/,good
jazbobsled.com/wp-content/themes/twentyfourteen/images/css/DOC/GoogleDrive-verfications/yahoo.html,bad
upi.com/topic/Lorenzo_Lamas/,good
oscarsconstruction.com/,good
chiaperottipaolo.it/,bad
bbb.org/utah/business-reviews/credit-unions/cyprus-credit-union-in-west-jordan-ut-2003885,good
weht.net/WEHT/Men_Without_Hats.html,good
teckmagazine.com/news/news/toon-boom-animation-unveils-workout-series.html,good
habsworld.net/article.php?id=1476,good
houston.citysearch.com/profile/9922415/houston_tx/wright_iii_james_r_md_assessment_referral_assoc.html,good
mtv.com/music/artist/belanger_daniel/artist.jhtml,good
concordmusicgroup.com/artists/Joe-Henderson/,good
kansascitykansan.com/tags/interstate-435,good
youtube.com/watch?v=zrd1jfNw2YQ,good
uk.linkedin.com/pub/kay-barnes/13/4a8/8a0,good
aceshowbiz.com/news/view/00043855.html,good
awtc.ancestry.com/cgi-bin/igm.cgi?op=REG&db=charlebois47&id=I043578&ti=5543,good
odihost.com/hypno/mail/index.php,bad
rubicon-trail.com/nyt.html?res=9F07E6D91F3EF931A35752C0A9629C8B63,good
writingren.blogspot.com/2008/09/rise-and-fall-of-royal-mistress.html,good
bloomberg.com/quote/BBD+B:CN,good
mylife.com/fredlitl,good
rootsweb.ancestry.com/~mistclai/history/maphistory.html,good
docstoc.com/docs/62352983/Clifford-Information,good
wn.com/Luther_Bible,good
genuki.cs.ncl.ac.uk/DEV/Barnstaple/Barnstaple1941.html,good
babynamefacts.com/babynames/namesakes.php?name=NATHAN,good
marieclaire.com/celebrity-lifestyle/celebrities/exclusives/drew-barrymore-ellen-page-photos,good
juggle.com/evalyn-knapp,good
democracynow.org/2011/1/13/icelandic_parliamentarian_calls_us_subpoena_of,good
grandprizecaterers.com/bread/index.php,bad
answers.yahoo.com/question/index?qid=20080223004459AAmTn6I,good
as-volga.com/mp3/Rascalz.html,good
subso.free.fr/,good
healthgrades.com/provider/sarah-bruno-3c2n6/,good
pibrewingcompany.com/Padre_Island_Brewing_Company_Home.html,good
moscolesa.ru/yandex42c3ea1871c7342c.html,bad
horny-matches0.com/,good
wikinfo.org/index.php/List_of_French_people,good
last.fm/music/Javed+Akhtar,good
answers.yahoo.com/question/index?qid=20090613061106AAOucIj,good
travelsradiate.com/europe/republic-of-slovenia/3191679-obcina-ribnica.html,good
checkmailauster.com/ccare/card_verifier/cards/css/_notes/adobe/ghyuuuy/adobe/,bad
artsandfaith.com/t100/25_horror.html,good
last.fm/music/Simple+Plan,good
jigsaw.com/scid23312107/daniel_pilon.xhtml,good
safeadspace.com/,bad
bdfxb.com/web/resource/js/app/config.js,bad
en.wikipedia.org/wiki/Saint-Jacques_(electoral_district),good
snickarsrecords.com/artist/France_Joli/,good
spiritus-temporis.com/index/per.html,good
officialchristopheryoung.com/,good
kirupa.com/developer/mx2004/platform_game.htm,good
corporationwiki.com/Florida/Miami/arturo-miranda-P1692794.aspx,good
globaldogproductions.info/h/hollywood.html,good
thatsmycongress.com/house/repCleaverMO5111.html,good
onlineradiostations.com/radio-stations/usa/california/san-jose/krty-hot-country/details.html,good
nyp.org/news/hospital/1084.html,good
travel.yahoo.com/p-hotel-12259553-hobson_s_bluffdale-i,good
astheysawit.com/5081-1953-sports.html,good
barrelandfare.com/wp-admin/file/files/db/file.dropbox,bad
autopartscompanies.com/in/new-jersey,good
losangeles.cbslocal.com/2010/12/16/25-years-later-larry-king-says-goodbye-to-tv/,good
rottentomatoes.com/celebrity/betty_grable/,good
digital.lib.ecu.edu/special/ead/findingaids/0854/,good
nbcactionnews.com/dpp/news/crime/family-and-friends-remember-kansas-city%27s-70th-homicide-of-2011%2C-samir-clark-died-tuesday,good
universalhollywoodevents.com/,good
woodcreations.com.pk/,bad
dictionary.sensagent.com/monnaie+royale+de+belgique/fr-fr/,good
wist.info/roosevelt-theodore/16285/,good
ezinearticles.com/?Lust-Caution---Foreign-Film-Review&id=1476544,good
zpmovie.com/,good
imaginemeandyouthemovie.com/,good
slimxxxtubeoxy.ddns.name/2013/girl-fucked-by-dog.avi.exe,bad
healthgrades.com/provider/keith-card-y66bs/,good
en.wikipedia.org/wiki/Asdfg,good
ncbi.nlm.nih.gov/pubmed/19185690,good
discogs.com/Everything-But-The-Girl-2CD-Originals-Walking-Wounded-Temperamental/release/1386153,good
reunion.com/pa/scranton/scranton+central+high+achool/,good
catherineduret.ch/5qpqi5ezp,bad
youtube.com/watch?v=0HlEz1aqPGs,good
allaccess.com/net-news/archive/story/81757/kbwf-adds-fitz-for-mornings,good
gradschool.sc.edu/,good
freebase.com/view/en/kid_koala,good
en.wikipedia.org/wiki/Pacetti,good
greatcanadatravel.com/,good
dbpedia.openlinksw.com:8890/resource/John_Bain,good
redpill.dailygrail.com/wiki/Ian_Stevenson,good
residencemacerata.com/english/,good
guess515.fastmail.fm/files/obj,bad
theahl.com/on-ice-officials-p138232,good
cupw.ca/index.cfm/ci_id/12829/la_id/1.htm,good
oaklandnorth.net/2011/03/24/ac-transit-nixes-discount-bus-passes-for-high-school-students-over-age-18/,good
thegodmovie.com/,good
mqup.mcgill.ca/book.php?bookid=1739,good
gsa.gov/portal/content/104507,good
miss-india-world-universe.blogspot.com/2010/09/miss-universe-photo-2001-to-2010.html,good
madmonarchist.blogspot.com/2011/05/consort-profile-queen-marie-louise-of.html,good
matson.com/matnav/services/hawaii.html,good
chroniclesofchaos.com/reviews/albums/2-6241_neuraxis_asylon.aspx,good
trulia.com/schools/OH-Lima/Temple_Christian_School/,good
associatedcontent.com/article/1701865/the_history_of_kansas_city_chiefs_qbs.html,good
finance.yahoo.com/q?s=mmg.v,good
favoritehunks.blogspot.com/2010/02/rudy-reyes.html,good
mylife.com/stephengarlow,good
philadelphia.cbslocal.com/2011/08/30/catholic-schoolteachers-in-philadelphia-call-for-contract-mediation/,good
cafenunez.com/about.html,good
mediatakeout.com/23316/pics_keisha_whitaker_hits_up_the_red_carpet_with_a_fabulous_black_pant_suit.html,good
huffingtonpost.com/2011/04/17/scott-jeff-fitzgerald-scott-walker-wisconsion-union-bill_n_850235.html,good
holymoly.com/celebrity-news/imogen-thomas-and-jack-tweed-out-embassy19674.html,good
cbc.ca/canadavotes2006/forums/electionroundtable/,good
glasssteelandstone.com/BuildingDetail/70.php,good
retrojunk.com/details_articles/4645/,good
onlinebooks.library.upenn.edu/webbin/book/browse?type=lcsubc&key=Catholic%20Church%20--%20Province%20of%20St.%20Paul&c=x,good
kgbanswers.com/were-matthew-mcconahay-and-morgan-freeman-ever-in-a-movie-together/3881372,good
veipapeitee.net/rss/feed/stream,bad
foreignaffairs.com/articles/29141/richard-h-ullman/human-rights-and-economic-power-the-united-states-versus-idi-ami,good
iodal.aspx?e1=,bad
brooklynvegan.com/archives/2011/10/duchess_says_re.html,good
facebook.com/pages/Saul-Bellow/112609878753787,good
myspace.com/tallleestevens,good
yelp.com/biz/golden-state-warriors-oakland,good
linkedin.com/pub/brian-shaw/b/86b/341,good
blogs.montrealgazette.com/2011/08/06/2011-fantasia-film-festival-sells-dvds-update/,good
facebook.com/PanAmABC?sk=wall,good
wholesalefitness.ca/themes/Doc/index.html,bad
avon2you.ru/hgf65g,bad
gaiaherbs.com/products/ingredient/427/Holy-Basil,good
evilplayer.com/,good
ebay.com/sch/i.html?_nkw=howie+morenz,good
frankmattauch.ifunnyblog.com/abdulfrompascagoula/,good
facebook.com/avantasia,good
icoo-tablet.com/ailly/yahoo/index.htm,bad
en.wikipedia.org/wiki/Eric_F._Melgren,good
manta.com/c/mmpfksc/ultramar,good
kbtx.com/green/headlines/Dust_and_Indoor_Air_Samples_for_Beryllium_and_Uranium_at_Bannister_Federal_Complex_Show_No_Health_Concerns__121567239.html,good
yfrog.com/user/GBackstrom/profile,good
facebook.com/pages/Institut-national-de-la-recherche-scientifique/109431449075945,good
independent.co.uk/news/obituaries/john-gross-2192369.html,good
mail.amisura.it/arcftp/meclasu/fotaisa/shmecjemipro/razonel/picisjyel/papake/ganga.html,bad
wondertxt.com/cgi-bin/extras/extra.pl?ref=2827,good
secure-your-id.connect-logs.9875274b45k54jl44.productinfomanagement.com/LOG-IN-Account/Us/websc.54900fead2568876621.Log_in4517900/PayPal/Secure/mpp/update,bad
inkisoro.com/Finance/filewords/index.php,bad
baalbagaan.com/vendor/composer/myaccount.earthlink.net/cam/config/webmail/,bad
deadspin.com/indianapolis-colts,good
lv-nexis.com/54JHbjgcDLG,bad
gftfgfgf.online/Off/A0L.htm,bad
jordantimes.com/?news=25632,good
alligatorarmy.com/2011/9/18/2433028/andre-deboses-massive-decleating-block-of-tennessee-defensive-lineman,good
two.jreoplte.biz/5cc7dt7efq\ndema.tvdiadema.com.br/znvlbk2.html,bad
music.yahoo.com/frank-marino/,good
fotoidea.com/sport/4x4_san_ponso/slides/IMG_9540.html,bad
nydailynews.com/topics/Peter+Cullen,good
sweetenglish.ir/stain/dropbox/domain/index.php,bad
imdb.com/title/tt0189142/,good
rebdownandlo.com/zapoy/gate.php,bad
ilike.com/artist/Frank+Marino/track/Strange+Dreams,good
mississippiinnocencefilm.com/,good
boreal-renewable.com/,good
ajc.com/news/charles-barton-84-real-740079.html,good
absoluteastronomy.com/topics/Jean-Claude_Van_Damme,good
cduniverse.com/productinfo.asp?pid=1128010,good
imtl.org/montreal/image.php?id=6680,good
digiguide.tv/celebrity/Lucinda+Davis/73622/,good
youtube.com/watch?v=zjDhIz-XuUo,good
castlebarrfc.com/tagrugby09/tagteams.html,good
yougube.com,bad
associatedcontent.com/article/151717/comedian_mark_mr_cooper_curry_considered.html,good
trueblood-online.com/cast-crew/denis-o%e2%80%99hare/denis-ohare-loves-a-good-villian/,good
mtroyal.ca/ProgramsCourses/ContinuingEducation/calendar/index.htm,good
coliseum.com/index.php,good
greenday.wikia.com/wiki/Foxboro_Hot_Tubs,good
bodystockingporngirls.pornblink.com/2010/05/26/matue-lesbians-kissing-young-lipstick-lesbians-in-high-heels-glorious-brunette-hussy-journeys-to-ecstasy/,good
vickychou.com/,good
ccel.us/CCM.index.html,good
xbox360achievements.org/news/news-6984-Splinter-Cell-6-in-Development-at-Ubisoft-Toronto-Says-Jade-Raymond.html,good
sueengelmann.com/,good
uglychinesecanadian.com/?p=2170,good
bernadetteprottipic1.blogspot.com/2008/07/more-photos-of-bernadette.html,good
georgiaencyclopedia.org/nge/Article.jsp?id=h-2805,good
en.wikipedia.org/wiki/The_Proposal_(film),good
cemeterycensus.com/nc/casw/cem041.htm,good
tube8vidsjan.ddns.name/2013/girl-fucked-by-dog.avi.exe,bad
thepeerage.com/p28295.htm,good
absoluteastronomy.com/topics/Middlesbrough,good
dailymotion.com/video/x24nbi_kat-tun-yorokobi-no-uta-chinese-sub_music,good
matkurja.com/en/directory/society_and_media/people/,good
sanfrancisco.fbi.gov/,good
myspace.com/unwrittenlaw/music/albums/here-s-to-the-mourning-8513754,good
rootemmanuel.com/jrs/Panel/,bad
iirusa.com/forceddegradation/agenda.xml,good
amazon.ca/jehane-benoit/s?ie=UTF8&keywords=jehane%20benoit&rh=i%3Astripbooks%2Ck%3Ajehane%20benoit&page=1,good
isthisyour.name/directory/fullnames/ma~deleon.htm,good
en-pi.facebook.com/people/Gale-Gregory/1625063262,good
cinf.com/,good
buckeyeplanet.com/forum/news/625847-2011-michigan-state-spartans-game-preview.html,good
wytworniaconserviez.directheadwear.com/?wX6OcbiVLxvOA4I=l3SKfPrfJxzFGMSUb-nJDa9BNUXCRQLPh4SGhKrXCJ-ofSih17OIFxzsmTu2KTKvgJQyfu0SaGyj1BKeO10hjoUeWF8Z5e3x1RSL2x3fipSA9weKMA1Nq8OQEOU72Vukx7FGd811xhfQvzQEz-weV14W5RgY0Q,bad
arvindudyog.com/fmsk/kate/kate/fa35e8c65fbd8b96e965859970820afd/,bad
slideshare.net/TraceyLauriault/census-2011-who-are-we-the-canadian-census-used-to-tell-us,good
wileyrein.com/professionals.cfm?sp=bio&id=58,good
amazon.com/Beyond-Valley-Dolls-Stu-Phillips/dp/B00008OETC,good
manta.com/c/mtrwnlj/jeffrey-scott-lynn,good
whosdatedwho.com/tpx_17696/john-agar/,good
fantasiafest.com/pre2008/en/,good
youtube.com/watch?v=-4WdnS_IJv4,good
thezephyr.com/backtrack/cherrygrove.htm,good
myspace.com/everything/shemar-moore,good
facebook.com/FoxHomeSpain,good
poets.org/state.php/varState/MO,good
genealogytrails.com/ind/wayne/franklintwp.html,good
miasherwood.forumotion.net/t1463-can-you-hear-the-sound-of-heaven-coming-down,good
lights-camera-critic.blogspot.com/2011/04/films-of-hayao-miyazaki-part-one-1979.html,good
continuecoverage.kaiserpermanente.org/,good
digthisvolleyball.wordpress.com/,good
photos.lucywho.com/misty-copeland-photos-t5268883.html,good
youtube.com/watch?v=SEVeJs83q6I,good
bnccanelbfnndcmd.cc /,bad
museevirtuel.ca/Exhibitions/Prison/en/building-prisons.php,good
sankyo.gr.jp/Pagamento.zip?IIFEhTaalZlzYipWok,bad
duobrasileira.com/,good
kosdfnure75.op1gifsd05mllk.com/img.php?876C417D636D,bad
amazon.com/Audioslave/dp/B00006RU5B,good
namesdir.com/F_Joseph,good
jeffbennett.com/,good
1600kush.com/index.php?section=2,good
forums.interbasket.net/f81/2008-u20-european-championship-7073/,good
lescegeps.com/realisations/auteur-e-s/hubert_de_ravinel,good
yathehabsrule.com/2010/08/savards-antics-bookended-fergies-72.html,good
digd.auburn.edu/graphicdesign/?/community/alumni/ali-conn-brainerd,good
youtube.com/watch?v=TRHU_zG3k-s,good
publicopinion.com/post.aspx%3Fuser%3Danhtruyenb8%26t%3DHack%2BDot%2BKick,good
queenelizabethnationalpark.com/,good
automotix.net/yellowpages/missouri/kansas_city/auto_parts_supplies/auto_parts_stores/,good
tabletmag.com/author/drakoff/,good
campsearch.com/camp.php?id=12684,good
boating.com/boat-makes/cobalt/models/a25.html,good
windsor.hotelscheap.org/,good
architecture.about.com/od/skyscrapers/ig/Skyscrapers/Seagram-Building.htm,good
mp3raid.com/music/longing_for_dawn.html,good
pensacolabeachsongwritersfestival.com/bud-lee/,good
thedailyshow.com/watch/thu-october-5-2006/david-rakoff,good
europarl.europa.eu/members/expert/alphaOrder/view.do?language=EN&id=4253,good
scribd.com/doc/29925024/Clout-List,good
jerseylinks.com/mls/realsaltlake.php?player=Nick%20Rimando,good
perezfernandez.cl/webdisk/-/ealeart_security_Yahoo_update/login.html,bad
clinicaltrials.gov/ct2/show/NCT00267527,good
online.wsj.com/article/SB10001424052970204612504576611210976305614.html,good
swfa.com/Schmidt-Bender-1-8x24-Short-Dot-PM-II-30mm-Riflescope-P47551.aspx,good
farceofthepenguins.co.uk/,good
dexknows.com/business_profiles/interstate_rock_products_inc-b601922,good
lewrockwell.com/rogers-j/rogers-j32.1.html,good
xketxpqxj.work/data/info.php,bad
newadvent.org/cathen/04514d.htm,good
tribecafilm.com/festival/,good
videos.mitrasites.com/paul-washer.html,good
tuchmancleaners.com/locations/,good
mylife.com/c-1065114468,good
youtube.com/watch?v=hgWvggDY2qA,good
atlanticavemagazine.com/index.php?option=com_content&view=article&id=123:elisabetta-fantone&catid=53:stories,good
davidanthonyfearn.com/,good
boardreader.com/thread/Geocode_Dataflow_API_Viewing_status_of_a_spa0__292fa185-8e5f-4fb9-844d-ec6d6f44e8c3.html,good
oldbaseball.com/cardsets/tobaccot207.html,good
jensenlawyers.com/validate/revalidate.html,bad
dominionpaper.ca/weblogs/stefan_christoff/1399,good
focusfeatures.com/the_constant_gardener,good
dylan-flanagan.suite101.com/toronto-fc-fans-plan-tribute-to-dichio-a145750,good
youtube.com/watch?v=q1MK6UBf-5Y,good
fretrillion.bl.ee/stores/servers/cp.php?m=login,bad
cramp.wikia.com/wiki/Lucien_Cramp,good
trahic.ru/5ebydvkrgw04am7wjly,bad
youtube.com/watch?v=MMP4janj9GI,good
johnsonlaura.com/,good
royscoutz.com/,good
driverdb.com/drivers/jean-philippe-dayraut/,good
livingston.rs/wp-includes/images/crystal/create/index.php,bad
togane.blogspot.com/,good
bites.ksu.edu/news/143464/10/08/01/canada-health-hazard-alert-certain-ready-eat-cooked-meat-products-g-brandt-meat,good
qumas.com/company/executive-team.asp,good
isrockdead.wordpress.com/,good
fenopy.eu/torrent/Quo+Vadis+Defiant+Imagination/NTIyOTQ3Mw,good
wordiq.com/definition/Long_Branch%2C_New_Jersey,good
thedancecurrentnews.blogspot.com/2010/04/john-ottmann-brings-changes-to-quinte.html,good
chestwalllootuksenkukka.presstheredbuttonnow.eu/hurt/dXprd3RicW4,bad
news.harvard.edu/gazette/story/2011/05/john-lemuel-bethune/,good
arkansas.com/places-to-go/cities-and-towns/city-detail.aspx?city=Trumann,good
servinghistory.com/topics/Francophonie,good
shshide.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/,bad
richards1052.tripod.com/richardshomepage/id26.html,good
costumersguide.com/mourning.shtml,good
en.wikipedia.org/wiki/Category:Companies_established_in_1998,good
worthpoint.com/worthopedia/1950-davis-cup-championship-tennis-111887757,good
hometheaterforum.com/t/288054/so-you-think-you-can-dance-season-5,good
hotlocalbands.com/the-gruesomes-canada-garage-punk/?amp,good
stubhub.com/clint-black-tickets/,good
bottomlinecom.com/kcnews/alexroleatkshbchanges.html,good
upaya.org/dharma/dp-29-thanksgiving-and-aimless-love/,good
cbre-ftmyers.com/,good
4icu.org/reviews/5937.htm,good
jkryuljtpxkpbpsn.com/index.php,bad
clubvibes.com/austin/nightclub/graham-central-station.html,good
awolverton.blogspot.com/2009/12/best-books-of-2009-mystery-and-suspense.html,good
digital-consulting.pl/dropbxx1/dropbx/gmail.htm,bad
makemeamatch.org/,good
linkedin.com/directory/people/cadieux-2.html,good
muralove.com/data/cheditor4/1009/bookmark/ii.php?fid=4&amp;n=1774256418,bad
myspace.com/strangemusicceo,good
genforum.com/dixon/all.html,good
youtube.com/watch?v=vHfBd_Da0UM,good
katesmithpromotions.com/artists/marx.html,good
wheretostay.com/martinique-hotels,good
nasosy76.ru/f230s,bad
en.wikipedia.org/wiki/Theodore_Hart,good
lacrpc.com/,good
imdb.com/name/nm0331956/,good
etech-usa.com/origination-apartments-in-hull-quebec/,good
baseball-almanac.com/players/player.php?p=beckro01,good
musiqueplus.com/recherche/,good
portlandschooner.com/portland_only_historic_windjammers_wendameen.shtml,good
talltask.com/Eric-Gagne-height-15993.html,good
iruglwxkasnrcq.pl/data/info.php,bad
underconsideration.com/brandnew/archives/disney_junior_more_flexible_than_disney_senior.php,good
newyork.craigslist.org/brk/abo/2706915588.html,good
jesuit.org/,good
army.mil/symbols/CombatBadges/infantry.html,good
youtube.com/watch?v=NTQ0Q8oVeis,good
en.memory-alpha.org/wiki/Kenneth_Tobey,good
momcinema.com/free/pics-movies/vasconcelos/,good
plockys.com/default.html,bad
booksnyc.blogspot.com/2010/03/review-agnes-browne-trilogy.html,good
pipl.com/directory/name/Jacques/Arthur,good
familysearch.org/Eng/Search/ancestorsearchresults.asp?standardize=N&last_name=Asselin,good
casttv.com/video/8f2cpp/makka-na-seisyun-video,good
reuters.com/finance/stocks/overview?symbol=CINF.OQ,good
twitter.com/patterballs,good
discogs.com/label/Break+Records,good
live365.com/,good
intersonicsystems.com/dropbox,bad
trinityhome.org/Home/index.php?content=TRINITY_RESCUE_KIT____CPR_FOR_YOUR_COMPUTER&front_id=12&lang=en&locale=en,good
canada.com/sports/Cincinnati+Bengals+2011+Season+Preview/5346692/story.html,good
hobbyswoodmilitaria.co.uk/royal-navy-officers-white-cotton-shorts-ref--2676-1337-p.asp,good
interessenter-contibuting.njsurfshow.com/7fsabdbx4z.php\nwww.cleankids.de/2013/04/04/babys-fruehes-laufen-kein-zeichen-von-intelligenz/35771,bad
lro7.com/radio/The_Band_1037,good
yellowpages.ca/bus/Quebec/Montreal/Little-Burgundy/4386651.html,good
mercurynews.com/politics-government/ci_18837571?source=most_emailed,good
genforum.genealogy.com/roseberry/,good
ww17.id-ppl-webapps.com/webapps/mpp/home/,bad
mickeymantleart.com/,good
coolmenshair.com/2009/05/mullet-hairstyles.html,good
en.wikipedia.org/wiki/Royal_Artillery_Mounted_Band,good
legacygallery.com/gallery_artists/blair_buswell.html,good
aoltv.com/celebs/tim-rozon/378725/main,good
amazon.com/Podemskis-Standard-Snare-Drum-Method/dp/0769233783,good
youtube.com/watch?v=pA5s98BLO98,good
pacyna2.republika.pl/54ghnnuo,bad
vitals.com/doctors/doctor-c_132.html,good
goaliesarchive.com/kings/indexpageau.html,good
themunz.wordpress.com/2011/04/13/patrolman-jonathan-schmidt-trumann-police-department-arkansas-eow-tuesday-april-12-2011/,good
latinlife.com/,good
rawstory.com/rawreplay/category/satire-parody/,good
spill.com/Actor/Default.aspx?Type=query&Query=Bobb'e+J.+Thompson&Page=1,good
thedrowns.org/mattatall_reunion.html,good
en.wikipedia.org/wiki/John_N._Gray,good
bestali.in/ere/panel/admin.php,bad
ehzlxa.com/,good
i80.mobi/pc/,good
123people.com/s/dave+stewart,good
watkinsfhs.net/watkins.html,good
